hbin,err_s,present_h,target_mean,target_std,error_state_share,file,class
107,0,0.9994444444444445,1048.7312,1316.788,0.0,E01_0,E01
108,0,0.9969444444444444,1147.2856,1349.1666,0.0,E01_0,E01
109,0,0.9991666666666666,1155.3604,1347.0038,0.0,E01_0,E01
110,0,0.9938888888888889,912.76074,1276.7549,0.0,E01_0,E01
111,0,0.9991666666666666,1151.3972,1341.2644,0.0,E01_0,E01
112,0,0.9991666666666666,1149.7343,1345.2991,0.0,E01_0,E01
113,0,0.9986111111111111,1105.491,1325.0757,0.0,E01_0,E01
114,0,0.9991666666666666,785.8051,1234.3405,0.0,E01_0,E01
115,0,0.9994444444444445,668.1662,1148.1685,0.0,E01_0,E01
116,0,0.9975,1149.5175,1344.611,0.0,E01_0,E01
117,0,0.9994444444444445,1156.55,1344.3583,0.0,E01_0,E01
118,0,0.9994444444444445,1122.363,1331.6625,0.0,E01_0,E01
119,0,0.9988888888888889,1094.1688,1336.181,0.0,E01_0,E01
120,2744,0.9952777777777778,72.51214,359.00754,0.7658386826681551,E01_0,E01
121,3591,0.9975,0.0,0.0,1.0,E01_0,E01
122,3218,0.9941666666666666,-5.2914224,30.723932,0.8991338362671137,E01_0,E01
123,0,0.9991666666666666,345.50153,828.78625,0.0,E01_0,E01
124,0,0.9991666666666666,1109.9608,1337.1646,0.0,E01_0,E01
125,0,0.9697222222222223,1134.0911,1341.4713,0.0,E01_0,E01
126,0,0.9655555555555555,1110.1372,1330.9136,0.0,E01_0,E01
127,0,0.9994444444444445,1171.3596,1353.138,0.0,E01_0,E01
128,0,0.9994444444444445,1059.6221,1321.1696,0.0,E01_0,E01
129,0,0.9986111111111111,788.3761,1230.5773,0.0,E01_0,E01
130,0,0.9991666666666666,716.3356,1176.4495,0.0,E01_0,E01
131,0,0.9994444444444445,1134.717,1344.834,0.0,E01_0,E01
132,0,0.9994444444444445,1149.274,1347.7871,0.0,E01_0,E01
133,0,0.9994444444444445,1130.4913,1334.3901,0.0,E01_0,E01
134,0,0.9994444444444445,911.8249,1256.0942,0.0,E01_0,E01
135,0,0.9991666666666666,972.3806,1258.7229,0.0,E01_0,E01
136,0,0.9919444444444444,1138.9768,1341.6289,0.0,E01_0,E01
137,0,0.9880555555555556,1175.6267,1353.0817,0.0,E01_0,E01
138,0,0.9977777777777778,772.2297,1235.4196,0.0,E01_0,E01
139,0,0.9986111111111111,684.6871,1161.3169,0.0,E01_0,E01
140,0,0.9972222222222222,1218.7345,1362.9084,0.0,E01_0,E01
141,0,0.9986111111111111,1132.945,1337.928,0.0,E01_0,E01
142,0,0.9994444444444445,1138.3041,1332.4229,0.0,E01_0,E01
143,0,0.9983333333333333,1023.36145,1300.6735,0.0,E01_0,E01
144,3088,0.9975,64.2924,367.76825,0.859927596769702,E01_0,E01
145,3592,0.9977777777777778,0.0,0.0,1.0,E01_0,E01
146,3264,0.9911111111111112,-5.3444505,27.83379,0.9147982062780269,E01_0,E01
147,0,0.9958333333333333,465.2513,939.7147,0.0,E01_0,E01
148,0,0.9994444444444445,1139.2081,1342.3136,0.0,E01_0,E01
149,0,0.9994444444444445,633.7413,1130.4595,0.0,E01_0,E01
150,0,0.9991666666666666,1177.5541,1358.0985,0.0,E01_0,E01
151,0,0.9994444444444445,1111.6587,1337.174,0.0,E01_0,E01
152,0,0.9994444444444445,1119.2454,1341.7528,0.0,E01_0,E01
153,0,0.9977777777777778,804.05426,1255.9202,0.0,E01_0,E01
154,0,0.9977777777777778,496.06516,979.33215,0.0,E01_0,E01
155,0,0.9983333333333333,1114.7438,1333.5454,0.0,E01_0,E01
156,0,0.9977777777777778,1151.27,1342.2576,0.0,E01_0,E01
157,0,0.9986111111111111,990.1675,1283.5243,0.0,E01_0,E01
158,0,0.9988888888888889,914.1496,1271.5776,0.0,E01_0,E01
159,0,0.9866666666666667,1102.8804,1320.0576,0.0,E01_0,E01
160,0,0.9994444444444445,1093.6217,1320.9537,0.0,E01_0,E01
161,0,0.9991666666666666,1142.4834,1344.1497,0.0,E01_0,E01
162,0,0.9983333333333333,787.72205,1241.466,0.0,E01_0,E01
163,0,0.9994444444444445,701.9227,1160.0922,0.0,E01_0,E01
164,0,0.9988888888888889,1128.5646,1332.7167,0.0,E01_0,E01
165,0,0.9980555555555556,1049.6902,1302.3325,0.0,E01_0,E01
166,0,0.9991666666666666,1159.7167,1347.1301,0.0,E01_0,E01
167,0,0.9980555555555556,1101.9794,1329.5448,0.0,E01_0,E01
168,375,0.16666666666666666,350.26666,887.82495,0.625,E01_0,E01
0,12,0.9994444444444445,263.55615,312.74084,0.0033351862145636463,E01_1,E01
1,0,0.9991666666666666,230.40172,225.30582,0.0,E01_1,E01
2,4,0.9991666666666666,150.43202,109.83559,0.0011120378092855157,E01_1,E01
3,0,0.9991666666666666,77.00445,5.0667386,0.0,E01_1,E01
4,0,0.9930555555555556,83.96559,4.1925793,0.0,E01_1,E01
5,0,0.9963888888888889,99.74547,7.2764053,0.0,E01_1,E01
6,0,0.9208333333333333,182.65279,91.45104,0.0,E01_1,E01
7,0,0.9986111111111111,247.76968,190.0911,0.0,E01_1,E01
8,0,0.9983333333333333,0.0,0.0,0.0,E01_1,E01
9,0,0.9991666666666666,0.0,0.0,0.0,E01_1,E01
10,0,0.9988888888888889,0.0,0.0,0.0,E01_1,E01
11,0,0.9991666666666666,1.4684459,2.0352612,0.0,E01_1,E01
12,0,0.9991666666666666,1.351682,3.6649182,0.0,E01_1,E01
13,0,0.9994444444444445,4.5922737,5.1409616,0.0,E01_1,E01
14,0,0.9975,57.92147,50.891373,0.0,E01_1,E01
15,0,0.9883333333333333,209.80241,61.04455,0.0,E01_1,E01
16,0,0.9986111111111111,186.88957,5.5055785,0.0,E01_1,E01
17,0,0.9991666666666666,208.16597,15.180577,0.0,E01_1,E01
18,0,0.9405555555555556,344.44714,198.11252,0.0,E01_1,E01
19,0,0.9997222222222222,382.9158,862.30194,0.0,E01_1,E01
20,0,0.9991666666666666,32.214622,98.07809,0.0,E01_1,E01
21,0,0.9994444444444445,-3.6656475,3.7545922,0.0,E01_1,E01
22,0,0.9997222222222222,3.536816,5.3890567,0.0,E01_1,E01
23,0,0.9961111111111111,99.52677,70.52991,0.0,E01_1,E01
24,0,0.9891666666666666,-86.13648,100.753876,0.0,E01_1,E01
25,0,0.9988888888888889,-126.07425,3.6627347,0.0,E01_1,E01
26,0,0.9991666666666666,-56.475952,76.993065,0.0,E01_1,E01
27,0,0.9991666666666666,150.9633,202.26488,0.0,E01_1,E01
28,0,0.9969444444444444,220.14406,80.338066,0.0,E01_1,E01
29,0,0.9016666666666666,192.7175,101.59324,0.0,E01_1,E01
30,0,0.9813888888888889,92.52731,81.636826,0.0,E01_1,E01
31,0,0.9991666666666666,243.31776,454.83514,0.0,E01_1,E01
32,0,0.9988888888888889,213.60484,479.18826,0.0,E01_1,E01
33,0,0.9991666666666666,168.94328,441.9583,0.0,E01_1,E01
34,0,0.9991666666666666,0.24020016,1.1763884,0.0,E01_1,E01
35,0,0.9994444444444445,0.856587,2.9110622,0.0,E01_1,E01
36,0,0.9997222222222222,2.3762157,3.8997514,0.0,E01_1,E01
37,0,0.9977777777777778,13.516147,7.9025507,0.0,E01_1,E01
38,0,0.9972222222222222,83.62117,67.053406,0.0,E01_1,E01
39,0,0.9966666666666667,48.268394,108.724625,0.0,E01_1,E01
40,0,0.9905555555555555,-1.5030847,3.9908545,0.0,E01_1,E01
41,0,0.9972222222222222,2.6601672,3.9623263,0.0,E01_1,E01
42,0,0.9577777777777777,19.781612,13.085208,0.0,E01_1,E01
43,0,0.9997222222222222,128.86357,75.527794,0.0,E01_1,E01
44,0,0.9933333333333333,237.81767,279.36252,0.0,E01_1,E01
45,0,0.9991666666666666,180.39812,57.94498,0.0,E01_1,E01
46,0,0.9997222222222222,73.63323,121.62184,0.0,E01_1,E01
47,0,0.9991666666666666,64.475395,40.04723,0.0,E01_1,E01
48,0,0.9994444444444445,311.43356,660.5917,0.0,E01_1,E01
49,0,0.9983333333333333,131.88509,79.1242,0.0,E01_1,E01
50,0,0.9952777777777778,256.51324,25.993649,0.0,E01_1,E01
51,0,0.9969444444444444,271.1095,36.120132,0.0,E01_1,E01
52,0,0.9369444444444445,232.37267,281.4122,0.0,E01_1,E01
53,0,0.9383333333333334,0.0,0.0,0.0,E01_1,E01
54,0,0.9327777777777778,0.0,0.0,0.0,E01_1,E01
55,0,0.9994444444444445,0.0,0.0,0.0,E01_1,E01
56,0,0.9991666666666666,-0.5921601,1.6158196,0.0,E01_1,E01
57,0,0.9963888888888889,-0.33203235,2.7194302,0.0,E01_1,E01
58,0,0.9977777777777778,-1.0130847,4.1824307,0.0,E01_1,E01
59,0,0.9958333333333333,-1.6365411,4.055881,0.0,E01_1,E01
60,0,0.9991666666666666,3.531554,3.902798,0.0,E01_1,E01
61,0,0.9983333333333333,15.6405115,6.1741934,0.0,E01_1,E01
62,0,0.9913888888888889,77.99496,44.30348,0.0,E01_1,E01
63,0,0.9955555555555555,203.71848,18.394344,0.0,E01_1,E01
64,0,0.9988888888888889,197.47275,2.8356135,0.0,E01_1,E01
65,0,0.9894444444444445,197.01067,3.081209,0.0,E01_1,E01
66,0,0.9988888888888889,202.76724,2.5071902,0.0,E01_1,E01
67,0,0.9994444444444445,206.0567,3.7066627,0.0,E01_1,E01
68,0,0.9997222222222222,213.44206,3.3718777,0.0,E01_1,E01
69,0,0.9991666666666666,222.59216,3.53446,0.0,E01_1,E01
70,0,0.9994444444444445,235.42052,5.244873,0.0,E01_1,E01
71,0,0.9994444444444445,251.85242,187.7056,0.0,E01_1,E01
72,0,0.9994444444444445,268.42664,44.31382,0.0,E01_1,E01
73,0,0.9997222222222222,217.08752,211.94931,0.0,E01_1,E01
74,0,0.9991666666666666,0.0,0.0,0.0,E01_1,E01
75,0,0.9994444444444445,0.0,0.0,0.0,E01_1,E01
76,0,0.9816666666666667,0.0,0.0,0.0,E01_1,E01
77,0,0.9636111111111111,0.0,0.0,0.0,E01_1,E01
78,0,0.9036111111111111,0.0,0.0,0.0,E01_1,E01
79,0,0.9980555555555556,0.0,0.0,0.0,E01_1,E01
80,0,0.9955555555555555,0.0,0.0,0.0,E01_1,E01
81,0,0.9858333333333333,0.0,0.0,0.0,E01_1,E01
82,0,0.9977777777777778,0.0,0.0,0.0,E01_1,E01
83,0,0.9997222222222222,0.0,0.0,0.0,E01_1,E01
84,0,0.9991666666666666,0.0,0.0,0.0,E01_1,E01
85,0,0.9966666666666667,-1.6106466,2.6258707,0.0,E01_1,E01
86,0,0.9969444444444444,-2.9738088,3.9560552,0.0,E01_1,E01
87,0,0.9966666666666667,-0.64214045,3.1568296,0.0,E01_1,E01
88,0,0.9647222222222223,-1.5931472,4.1717215,0.0,E01_1,E01
89,0,0.9991666666666666,0.92799556,3.7111485,0.0,E01_1,E01
90,0,0.9477777777777778,13.070633,6.5383425,0.0,E01_1,E01
91,0,0.9991666666666666,26.67028,10.585408,0.0,E01_1,E01
92,0,0.9994444444444445,124.61896,54.03092,0.0,E01_1,E01
93,0,0.9727777777777777,213.65419,450.34677,0.0,E01_1,E01
94,0,0.9997222222222222,49.916645,275.03003,0.0,E01_1,E01
95,0,0.9975,-31.256197,127.862564,0.0,E01_1,E01
96,0,0.9991666666666666,5.8115096,4.180248,0.0,E01_1,E01
97,0,0.9994444444444445,13.595331,5.208545,0.0,E01_1,E01
98,0,0.9991666666666666,35.320545,14.907384,0.0,E01_1,E01
99,0,0.9994444444444445,100.27043,30.4702,0.0,E01_1,E01
100,0,0.9988888888888889,187.28532,227.07408,0.0,E01_1,E01
101,0,0.9602777777777778,0.0,0.0,0.0,E01_1,E01
102,0,0.9805555555555555,-1.5594901,2.3166704,0.0,E01_1,E01
103,0,0.9944444444444445,-4.583799,1.4475906,0.0,E01_1,E01
104,0,0.9994444444444445,-2.83602,2.3728876,0.0,E01_1,E01
105,0,0.9994444444444445,-5.8996663,2.569078,0.0,E01_1,E01
106,0,0.9994444444444445,-2.7117844,3.2234943,0.0,E01_1,E01
107,0,0.9994444444444445,-4.499444,3.638422,0.0,E01_1,E01
108,0,0.9975,-2.4316347,3.4140038,0.0,E01_1,E01
109,0,0.9975,-0.7577276,3.7098536,0.0,E01_1,E01
110,0,0.9961111111111111,3.1965978,5.573808,0.0,E01_1,E01
111,0,0.9969444444444444,11.864865,4.4026527,0.0,E01_1,E01
112,0,0.9986111111111111,16.300417,4.7052684,0.0,E01_1,E01
113,0,0.9983333333333333,31.566221,6.8685064,0.0,E01_1,E01
114,0,0.81,73.27915,19.187357,0.0,E01_1,E01
115,0,0.8922222222222222,222.52522,50.303116,0.0,E01_1,E01
116,0,0.9994444444444445,272.617,345.0763,0.0,E01_1,E01
117,0,0.9994444444444445,173.49222,219.1388,0.0,E01_1,E01
118,0,0.9991666666666666,38.697803,13.891027,0.0,E01_1,E01
119,0,0.9994444444444445,116.953026,34.90159,0.0,E01_1,E01
120,0,0.9997222222222222,257.38593,192.83815,0.0,E01_1,E01
121,0,0.9991666666666666,287.02225,339.909,0.0,E01_1,E01
122,0,0.9994444444444445,279.62396,374.0022,0.0,E01_1,E01
123,0,0.9997222222222222,92.88413,143.67468,0.0,E01_1,E01
124,0,0.9991666666666666,152.26689,249.5554,0.0,E01_1,E01
125,0,0.9811111111111112,165.41875,256.52167,0.0,E01_1,E01
126,0,0.9241666666666667,232.5281,97.357994,0.0,E01_1,E01
127,0,0.9905555555555555,272.10095,355.02576,0.0,E01_1,E01
128,0,0.9988888888888889,184.6777,363.61816,0.0,E01_1,E01
129,0,0.9841666666666666,0.0,0.0,0.0,E01_1,E01
130,0,0.9919444444444444,0.0,0.0,0.0,E01_1,E01
131,0,0.9997222222222222,0.0,0.0,0.0,E01_1,E01
132,0,0.9988888888888889,0.0,0.0,0.0,E01_1,E01
133,0,0.9988888888888889,-2.6910455,2.7334914,0.0,E01_1,E01
134,0,0.9983333333333333,-0.83472455,2.8369665,0.0,E01_1,E01
135,0,0.9963888888888889,-3.0420964,4.4219275,0.0,E01_1,E01
136,0,0.9758333333333333,0.6467407,3.4984787,0.0,E01_1,E01
137,0,0.9991666666666666,-0.37670282,4.001549,0.0,E01_1,E01
138,0,0.8283333333333334,-1.0043595,3.6480956,0.0,E01_1,E01
139,0,0.9144444444444444,3.1096597,3.6324365,0.0,E01_1,E01
140,0,0.9994444444444445,5.155364,4.186112,0.0,E01_1,E01
141,0,0.9961111111111111,10.419409,4.015007,0.0,E01_1,E01
142,0,0.9958333333333333,21.932775,6.110652,0.0,E01_1,E01
143,0,0.9991666666666666,66.46817,22.644627,0.0,E01_1,E01
144,0,0.9991666666666666,194.13123,127.72716,0.0,E01_1,E01
145,0,0.9944444444444445,423.9606,771.2965,0.0,E01_1,E01
146,0,0.9991666666666666,301.30637,336.92596,0.0,E01_1,E01
147,0,0.9994444444444445,318.3349,141.61458,0.0,E01_1,E01
148,0,0.9997222222222222,243.34732,146.93854,0.0,E01_1,E01
149,0,0.9991666666666666,125.31721,235.22209,0.0,E01_1,E01
150,0,0.9055555555555556,27.170246,7.199999,0.0,E01_1,E01
151,0,0.9902777777777778,89.08079,31.018742,0.0,E01_1,E01
152,0,0.9986111111111111,158.73268,114.47309,0.0,E01_1,E01
153,0,0.9991666666666666,0.0,0.0,0.0,E01_1,E01
154,0,0.9994444444444445,0.0,0.0,0.0,E01_1,E01
155,0,0.9994444444444445,0.0,0.0,0.0,E01_1,E01
156,0,0.9994444444444445,0.0,0.0,0.0,E01_1,E01
157,0,0.9869444444444444,0.0,0.0,0.0,E01_1,E01
158,0,0.9988888888888889,0.0,0.0,0.0,E01_1,E01
159,0,0.9963888888888889,0.0,0.0,0.0,E01_1,E01
160,0,0.9933333333333333,0.0,0.0,0.0,E01_1,E01
161,0,0.9997222222222222,0.0,0.0,0.0,E01_1,E01
162,0,0.7936111111111112,0.0,0.0,0.0,E01_1,E01
163,0,0.8888888888888888,0.0,0.0,0.0,E01_1,E01
164,0,0.9991666666666666,0.0,0.0,0.0,E01_1,E01
165,0,0.9994444444444445,0.0,0.0,0.0,E01_1,E01
166,0,0.9994444444444445,0.0,0.0,0.0,E01_1,E01
167,0,0.9997222222222222,0.0,0.0,0.0,E01_1,E01
168,0,0.16666666666666666,0.0,0.0,0.0,E01_1,E01
0,2986,0.9986111111111111,13.947705,366.88797,0.8305980528511822,E01_10,E01
1,2018,0.9980555555555556,-8.004453,37.36593,0.5616476482048427,E01_10,E01
2,0,0.9980555555555556,229.55357,101.14642,0.0,E01_10,E01
3,0,0.9988888888888889,636.30145,1342.2902,0.0,E01_10,E01
4,0,0.9988888888888889,1393.792,1847.4888,0.0,E01_10,E01
5,0,0.9708333333333333,1469.0669,1882.9885,0.0,E01_10,E01
6,0,0.9980555555555556,1484.1907,1891.3595,0.0,E01_10,E01
7,0,0.9994444444444445,1454.1351,1883.1271,0.0,E01_10,E01
8,0,0.9983333333333333,1464.1481,1881.3517,0.0,E01_10,E01
9,0,0.9644444444444444,977.0714,1659.1699,0.0,E01_10,E01
10,0,0.9938888888888889,625.6738,1337.3531,0.0,E01_10,E01
11,0,0.9941666666666666,1462.7279,1877.3328,0.0,E01_10,E01
12,0,0.9875,1475.0369,1892.6381,0.0,E01_10,E01
13,0,0.9991666666666666,1331.3473,1816.3064,0.0,E01_10,E01
14,0,0.9991666666666666,1040.0879,1659.4022,0.0,E01_10,E01
15,0,0.9988888888888889,1444.6146,1875.3319,0.0,E01_10,E01
16,0,0.9958333333333333,1401.3955,1849.4863,0.0,E01_10,E01
17,0,0.9641666666666666,1248.5416,1774.4479,0.0,E01_10,E01
18,0,0.9888888888888889,910.69604,1653.7216,0.0,E01_10,E01
19,0,0.9947222222222222,909.0338,1597.7006,0.0,E01_10,E01
20,0,0.9988888888888889,1469.955,1882.3243,0.0,E01_10,E01
21,0,0.9988888888888889,1462.7247,1883.041,0.0,E01_10,E01
22,0,0.9991666666666666,1418.9382,1862.8218,0.0,E01_10,E01
23,0,0.9991666666666666,1285.38,1796.8447,0.0,E01_10,E01
24,3104,0.9988888888888889,17.088432,366.42444,0.8631813125695217,E01_10,E01
25,2491,0.9955555555555555,-22.346819,30.661932,0.6950334821428571,E01_10,E01
26,0,0.9980555555555556,195.91373,91.10978,0.0,E01_10,E01
27,0,0.9994444444444445,27.083101,169.59572,0.0,E01_10,E01
28,0,0.9994444444444445,797.5245,1486.3392,0.0,E01_10,E01
29,0,0.9286111111111112,1454.3291,1871.0624,0.0,E01_10,E01
30,0,0.9847222222222223,1421.2017,1863.8978,0.0,E01_10,E01
31,0,0.9994444444444445,1405.9371,1853.8131,0.0,E01_10,E01
32,0,0.9991666666666666,1431.7206,1864.8934,0.0,E01_10,E01
33,0,0.9994444444444445,947.9055,1666.156,0.0,E01_10,E01
34,0,0.9994444444444445,750.8099,1440.1066,0.0,E01_10,E01
35,0,0.9991666666666666,1470.3003,1881.7017,0.0,E01_10,E01
36,0,0.9980555555555556,1404.887,1856.9637,0.0,E01_10,E01
37,0,0.9966666666666667,1448.2665,1868.2063,0.0,E01_10,E01
38,0,0.9994444444444445,1013.8016,1657.5192,0.0,E01_10,E01
39,0,0.9991666666666666,1320.2677,1810.3679,0.0,E01_10,E01
40,0,0.9983333333333333,1416.2014,1865.6531,0.0,E01_10,E01
41,0,0.9622222222222222,1433.4841,1860.6309,0.0,E01_10,E01
42,0,0.9677777777777777,952.5494,1632.2645,0.0,E01_10,E01
43,0,0.9988888888888889,920.4088,1572.5565,0.0,E01_10,E01
44,0,0.9947222222222222,1451.8352,1872.5703,0.0,E01_10,E01
45,0,0.9977777777777778,1422.6578,1865.817,0.0,E01_10,E01
46,0,0.9986111111111111,1456.533,1878.2161,0.0,E01_10,E01
47,0,0.9988888888888889,1347.1351,1830.487,0.0,E01_10,E01
48,3145,0.9994444444444445,34.602837,374.98257,0.8740967204002223,E01_10,E01
49,2801,0.9994444444444445,-27.519176,28.068665,0.7784880489160645,E01_10,E01
50,0,0.9977777777777778,171.96854,99.59672,0.0,E01_10,E01
51,0,0.9994444444444445,272.67343,622.4432,0.0,E01_10,E01
